-0.7854,0,0.5,-0.5236,-0.7854,-0.7854,-0.7854,0,0,0,0,0,0
-0.80578,-0.021241,0.49535,-0.45056,-0.72538,-0.83333,-0.77738,0.021812,0.30992,-0.79615,-0.020441,-0.46579,0
-0.82559,-0.040724,0.48993,-0.38129,-0.66909,-0.87551,-0.77121,0.04109,0.6496,-1.5317,-0.0019783,-0.88011,0
-0.84473,-0.058606,0.48392,-0.31563,-0.61631,-0.91251,-0.76668,0.058076,1.01,-2.2097,0.048163,-1.2478,0
-0.86313,-0.075033,0.47747,-0.25341,-0.56678,-0.94489,-0.76356,0.072994,1.384,-2.8336,0.12392,-1.5735,0
-0.88075,-0.090145,0.47072,-0.19443,-0.52026,-0.97322,-0.76163,0.086051,1.7659,-3.4072,0.22025,-1.8616,0
-0.89758,-0.10407,0.46376,-0.1385,-0.47654,-0.99797,-0.7607,0.097436,2.1514,-3.9345,0.33298,-2.116,0
-0.91362,-0.11691,0.45666,-0.085418,-0.43539,-1.0196,-0.7606,0.10732,2.5372,-4.4189,0.45865,-2.3403,0
-0.9289,-0.12878,0.44948,-0.035006,-0.39664,-1.0384,-0.76119,0.11586,2.9206,-4.8639,0.59442,-2.5378,0
-0.94342,-0.13977,0.44228,0.012914,-0.3601,-1.0549,-0.76235,0.12319,3.2996,-5.2729,0.73793,-2.7112,0
-0.95723,-0.14995,0.43508,0.058504,-0.32562,-1.0692,-0.76397,0.12944,3.6728,-5.6486,0.88724,-2.8631,0
-0.97035,-0.1594,0.42791,0.10192,-0.29307,-1.0816,-0.76596,0.13472,4.0389,-5.994,1.0407,-2.9958,0
-0.98281,-0.16818,0.42081,0.1433,-0.26231,-1.0924,-0.76827,0.13913,4.3972,-6.3114,1.197,-3.1112,0
-0.99464,-0.17635,0.41378,0.18277,-0.23322,-1.1016,-0.77084,0.14276,4.747,-6.6032,1.3551,-3.2113,0
-1.0059,-0.18395,0.40685,0.22046,-0.20572,-1.1096,-0.77362,0.14569,5.0879,-6.8714,1.5139,-3.2974,0
-1.0165,-0.19104,0.40003,0.25647,-0.1797,-1.1163,-0.77657,0.14799,5.4195,-7.1179,1.6728,-3.3712,0
-1.0266,-0.19765,0.39332,0.2909,-0.15508,-1.122,-0.77966,0.14972,5.7417,-7.3444,1.831,-3.4337,0
-1.0362,-0.20381,0.38674,0.32386,-0.13178,-1.1267,-0.78287,0.15095,6.0544,-7.5526,1.9881,-3.4863,0
-1.0454,-0.20957,0.38028,0.35542,-0.10975,-1.1304,-0.78619,0.15173,6.3576,-7.7438,2.1436,-3.5298,0
-1.054,-0.21496,0.37395,0.38567,-0.088909,-1.1334,-0.78959,0.1521,6.6513,-7.9194,2.2971,-3.5652,0
-1.0622,-0.21999,0.36777,0.41467,-0.06921,-1.1356,-0.79306,0.15211,6.9357,-8.0806,2.4483,-3.5933,0
-1.07,-0.22469,0.36172,0.4425,-0.050603,-1.1371,-0.79659,0.1518,7.2107,-8.2285,2.597,-3.6149,0
-1.0774,-0.2291,0.35581,0.46922,-0.03304,-1.138,-0.80018,0.15119,7.4766,-8.3641,2.743,-3.6306,0
-1.0844,-0.23322,0.35004,0.49488,-0.016479,-1.1382,-0.80381,0.15032,7.7335,-8.4884,2.8861,-3.641,0
-1.0911,-0.23708,0.34442,0.51954,-0.0008838,-1.1379,-0.80748,0.14923,7.9816,-8.6022,3.0262,-3.6467,0
-1.0974,-0.24069,0.33893,0.54325,0.013782,-1.137,-0.81118,0.14793,8.2212,-8.7063,3.1631,-3.6482,0
-1.1034,-0.24407,0.33359,0.56606,0.02755,-1.1356,-0.81491,0.14644,8.4524,-8.8015,3.2969,-3.646,0
-1.1091,-0.24724,0.32838,0.588,0.04045,-1.1338,-0.81867,0.1448,8.6755,-8.8884,3.4274,-3.6404,0
-1.1146,-0.25021,0.32332,0.60913,0.052509,-1.1314,-0.82245,0.14302,8.8906,-8.9677,3.5547,-3.6318,0
-1.1197,-0.25299,0.31839,0.62947,0.063752,-1.1286,-0.82624,0.14111,9.098,-9.0399,3.6787,-3.6205,0
-1.1246,-0.25559,0.31359,0.64907,0.074202,-1.1254,-0.83005,0.1391,9.298,-9.1055,3.7994,-3.6069,0
-1.1292,-0.25803,0.30893,0.66796,0.083881,-1.1218,-0.83388,0.13699,9.4908,-9.1651,3.9169,-3.5913,0
-1.1337,-0.26032,0.3044,0.68616,0.092809,-1.1177,-0.83771,0.1348,9.6765,-9.2192,4.0311,-3.5738,0
-1.1378,-0.26246,0.3,0.70372,0.101,-1.1133,-0.84155,0.13255,9.8554,-9.2681,4.1421,-3.5548,0
-1.1418,-0.26447,0.29573,0.72065,0.10848,-1.1085,-0.8454,0.13024,10.028,-9.3122,4.2499,-3.5344,0
-1.1456,-0.26635,0.29157,0.73698,0.11526,-1.1033,-0.84925,0.12788,10.194,-9.352,4.3546,-3.5128,0
-1.1492,-0.26811,0.28754,0.75274,0.12136,-1.0977,-0.85311,0.12548,10.354,-9.3877,4.4562,-3.4902,0
-1.1526,-0.26976,0.28363,0.76795,0.12679,-1.0918,-0.85698,0.12306,10.508,-9.4196,4.5548,-3.4667,0
-1.1559,-0.2713,0.27984,0.78264,0.13156,-1.0855,-0.86085,0.12061,10.656,-9.4481,4.6504,-3.4425,0
-1.159,-0.27275,0.27616,0.79682,0.13568,-1.0789,-0.86472,0.11815,10.799,-9.4734,4.7432,-3.4177,0
-1.1619,-0.2741,0.27259,0.81051,0.13918,-1.0719,-0.8686,0.11568,10.936,-9.4958,4.833,-3.3925,0
-1.1647,-0.27537,0.26912,0.82374,0.14205,-1.0645,-0.87248,0.11321,11.069,-9.5155,4.9202,-3.3669,0
-1.1673,-0.27656,0.26577,0.83652,0.14431,-1.0569,-0.87638,0.11074,11.196,-9.5326,5.0046,-3.341,0
-1.1699,-0.27767,0.26251,0.84887,0.14597,-1.0488,-0.88029,0.10828,11.319,-9.5475,5.0863,-3.3149,0
-1.1723,-0.2787,0.25935,0.8608,0.14703,-1.0404,-0.88421,0.10583,11.437,-9.5602,5.1656,-3.2887,0
-1.1746,-0.27967,0.25629,0.87234,0.14751,-1.0317,-0.88815,0.10339,11.551,-9.571,5.2423,-3.2624,0
-1.1767,-0.28058,0.25333,0.88349,0.14741,-1.0226,-0.89212,0.10097,11.66,-9.58,5.3165,-3.2361,0
-1.1788,-0.28143,0.25045,0.89427,0.14674,-1.0131,-0.89611,0.098572,11.766,-9.5874,5.3885,-3.2099,0
-1.1808,-0.28222,0.24767,0.90469,0.1455,-1.0032,-0.90013,0.096198,11.867,-9.5932,5.4581,-3.1838,0
-1.1827,-0.28295,0.24497,0.91477,0.1437,-0.99298,-0.9042,0.093849,11.965,-9.5976,5.5255,-3.1579,0
-1.1844,-0.28364,0.24236,0.92451,0.14135,-0.98236,-0.90832,0.091529,12.059,-9.6007,5.5907,-3.1321,0
-1.1861,-0.28428,0.23982,0.93394,0.13844,-0.97134,-0.91249,0.089239,12.15,-9.6027,5.6539,-3.1065,0
-1.1878,-0.28488,0.23737,0.94306,0.13498,-0.9599,-0.91672,0.086982,12.237,-9.6035,5.715,-3.0812,0
-1.1893,-0.28543,0.23499,0.95188,0.13098,-0.94803,-0.92103,0.084757,12.322,-9.6034,5.7742,-3.0561,0
-1.1908,-0.28595,0.23268,0.96041,0.12643,-0.93573,-0.92543,0.082567,12.403,-9.6023,5.8315,-3.0313,0
-1.1921,-0.28642,0.23045,0.96866,0.12133,-0.92296,-0.92993,0.080413,12.481,-9.6004,5.8869,-3.0068,0
-1.1935,-0.28686,0.22828,0.97664,0.11569,-0.90972,-0.93454,0.078296,12.556,-9.5977,5.9405,-2.9826,0
-1.1947,-0.28727,0.22618,0.98437,0.1095,-0.89598,-0.93928,0.076215,12.628,-9.5942,5.9925,-2.9587,0
-1.1959,-0.28765,0.22415,0.99184,0.10276,-0.88171,-0.94416,0.074173,12.698,-9.5901,6.0427,-2.9351,0
-1.1971,-0.28799,0.22218,0.99907,0.095463,-0.8669,-0.9492,0.07217,12.765,-9.5853,6.0914,-2.9118,0
-1.1982,-0.28831,0.22027,1.0061,0.087612,-0.8515,-0.95443,0.070205,12.83,-9.58,6.1384,-2.8889,0
-1.1992,-0.2886,0.21842,1.0128,0.079195,-0.83549,-0.95986,0.06828,12.892,-9.574,6.184,-2.8662,0
-1.2002,-0.28886,0.21663,1.0194,0.070205,-0.81884,-0.96551,0.066393,12.952,-9.5676,6.2281,-2.8439,0
-1.2011,-0.2891,0.21489,1.0257,0.060632,-0.8015,-0.97142,0.064547,13.01,-9.5606,6.2708,-2.8219,0
-1.202,-0.28931,0.2132,1.0318,0.050465,-0.78342,-0.97761,0.062739,13.065,-9.5532,6.3122,-2.8002,0
-1.2028,-0.28949,0.21156,1.0378,0.039688,-0.76456,-0.98412,0.060971,13.119,-9.5452,6.3522,-2.7788,0
-1.2036,-0.28965,0.20997,1.0435,0.028285,-0.74486,-0.99098,0.059243,13.17,-9.5368,6.391,-2.7577,0
-1.2043,-0.28979,0.20844,1.049,0.016236,-0.72424,-0.99823,0.057553,13.22,-9.528,6.4285,-2.7368,0
-1.205,-0.2899,0.20694,1.0544,0.0035153,-0.70265,-1.0059,0.055902,13.267,-9.5186,6.4649,-2.7161,0
-1.2057,-0.28999,0.20549,1.0596,-0.0099042,-0.67999,-1.0141,0.05429,13.313,-9.5087,6.5001,-2.6956,0
-1.2063,-0.29006,0.20408,1.0645,-0.024057,-0.65616,-1.0229,0.052716,13.357,-9.4983,6.5341,-2.6753,0
