-1.2371,-0.66778,-0.5124,-0.18049,0.68194,-0.20619
-1.2184,-0.65775,-0.5049,-0.17779,0.67169,-0.20303
-1.2,-0.64786,-0.4975,-0.17512,0.6616,-0.19993
-1.1819,-0.63813,-0.4902,-0.1725,0.65166,-0.19688
-1.1641,-0.62853,-0.483,-0.16991,0.64188,-0.19388
-1.1465,-0.61909,-0.47591,-0.16736,0.63224,-0.19094
-1.1292,-0.60978,-0.46891,-0.16484,0.62275,-0.18804
-1.1122,-0.60062,-0.462,-0.16236,0.6134,-0.18518
-1.0955,-0.59159,-0.4552,-0.15992,0.6042,-0.18237
-1.079,-0.58269,-0.44849,-0.15751,0.59513,-0.17961
-1.0627,-0.57393,-0.44187,-0.15514,0.5862,-0.17689
-1.0467,-0.5653,-0.43535,-0.1528,0.57741,-0.17422
-1.031,-0.5568,-0.42891,-0.1505,0.56875,-0.17158
-1.0154,-0.54843,-0.42257,-0.14823,0.56022,-0.16899
-1.0002,-0.54018,-0.41632,-0.14599,0.55181,-0.16644
-0.98512,-0.53206,-0.41016,-0.14379,0.54354,-0.16393
-0.9703,-0.52406,-0.40409,-0.14162,0.53538,-0.16146
-0.95571,-0.51618,-0.3981,-0.13949,0.52735,-0.15902
-0.94135,-0.50842,-0.3922,-0.13738,0.51945,-0.15663
-0.9272,-0.50077,-0.38638,-0.13531,0.51166,-0.15427
-0.91326,-0.49324,-0.38064,-0.13327,0.50398,-0.15194
-0.89954,-0.48582,-0.37499,-0.13126,0.49642,-0.14965
-0.88603,-0.47851,-0.36942,-0.12928,0.48898,-0.1474
-0.87272,-0.47131,-0.36393,-0.12733,0.48164,-0.14518
-0.85961,-0.46423,-0.35852,-0.12541,0.47442,-0.143
-0.8467,-0.45724,-0.35319,-0.12352,0.46731,-0.14084
-0.83398,-0.45037,-0.34793,-0.12165,0.4603,-0.13872
-0.82146,-0.44359,-0.34275,-0.11982,0.45339,-0.13664
-0.80913,-0.43692,-0.33765,-0.11801,0.44659,-0.13458
-0.79698,-0.43035,-0.33262,-0.11623,0.43989,-0.13255
-0.78502,-0.42387,-0.32766,-0.11448,0.4333,-0.13056
-0.77324,-0.4175,-0.32278,-0.11276,0.4268,-0.1286
-0.76163,-0.41122,-0.31797,-0.11106,0.42039,-0.12666
-0.7502,-0.40503,-0.31322,-0.10939,0.41409,-0.12475
-0.73895,-0.39894,-0.30855,-0.10774,0.40788,-0.12288
-0.72786,-0.39294,-0.30395,-0.10612,0.40176,-0.12103
-0.71694,-0.38703,-0.29941,-0.10452,0.39573,-0.11921
-0.70618,-0.3812,-0.29494,-0.10295,0.38979,-0.11741
-0.69559,-0.37547,-0.29053,-0.1014,0.38395,-0.11564
-0.68516,-0.36982,-0.28619,-0.099879,0.37819,-0.1139
-0.67488,-0.36426,-0.28191,-0.09838,0.37251,-0.11218
-0.66476,-0.35878,-0.2777,-0.096904,0.36692,-0.11049
-0.65479,-0.35338,-0.27355,-0.095452,0.36142,-0.10883
-0.64497,-0.34807,-0.26946,-0.094022,0.35599,-0.10719
-0.6353,-0.34283,-0.26543,-0.092615,0.35065,-0.10557
-0.62577,-0.33768,-0.26145,-0.09123,0.34539,-0.10398
-0.61639,-0.3326,-0.25754,-0.089868,0.34021,-0.10241
-0.60714,-0.32759,-0.25369,-0.088527,0.3351,-0.10086
-0.59804,-0.32267,-0.24989,-0.087208,0.33007,-0.099335
-0.58907,-0.31781,-0.24615,-0.08591,0.32512,-0.097833
-0.58024,-0.31303,-0.24246,-0.084633,0.32024,-0.096353
-0.57154,-0.30832,-0.23883,-0.083376,0.31543,-0.094895
-0.56297,-0.30369,-0.23525,-0.082123,0.31071,-0.093467
-0.55453,-0.29912,-0.23172,-0.080889,0.30605,-0.092061
-0.54622,-0.29462,-0.22825,-0.079674,0.30146,-0.090676
-0.53803,-0.29019,-0.22483,-0.078477,0.29694,-0.089312
-0.52996,-0.28583,-0.22146,-0.077297,0.29249,-0.087969
-0.52202,-0.28153,-0.21813,-0.076136,0.28811,-0.086646
-0.51419,-0.27729,-0.21486,-0.074992,0.28379,-0.085342
-0.50649,-0.27312,-0.21164,-0.073866,0.27954,-0.084059
-0.49889,-0.26902,-0.20846,-0.072756,0.27535,-0.082794
-0.49142,-0.26497,-0.20533,-0.071663,0.27122,-0.081549
-0.48405,-0.26099,-0.20225,-0.070587,0.26716,-0.080323
-0.47679,-0.25706,-0.19922,-0.069527,0.26315,-0.079115
-0.46965,-0.2532,-0.19622,-0.068482,0.25921,-0.077925
-0.46261,-0.24939,-0.19328,-0.067454,0.25532,-0.076753
-0.45567,-0.24564,-0.19037,-0.06644,0.2515,-0.075598
-0.44884,-0.24195,-0.18751,-0.065442,0.24773,-0.074461
-0.44211,-0.23831,-0.1847,-0.064459,0.24401,-0.073342
-0.43549,-0.23473,-0.18192,-0.063491,0.24035,-0.072239
-0.42896,-0.2312,-0.17919,-0.062537,0.23675,-0.071152
-0.42253,-0.22772,-0.17649,-0.061598,0.2332,-0.070082
-0.4162,-0.2243,-0.17384,-0.060673,0.22971,-0.069028
-0.40996,-0.22093,-0.17123,-0.059761,0.22626,-0.06799
-0.40382,-0.21761,-0.16865,-0.058863,0.22287,-0.066968
-0.39776,-0.21434,-0.16612,-0.057979,0.21953,-0.065961
-0.3918,-0.21111,-0.16362,-0.057108,0.21624,-0.064969
-0.38593,-0.20794,-0.16116,-0.056249,0.213,-0.063992
-0.38014,-0.20482,-0.15873,-0.055404,0.2098,-0.06303
-0.37445,-0.20174,-0.15634,-0.054571,0.20666,-0.062082
-0.36883,-0.1987,-0.15399,-0.053751,0.20356,-0.061148
-0.36331,-0.19572,-0.15167,-0.052943,0.20051,-0.060229
-0.35786,-0.19278,-0.14939,-0.052147,0.1975,-0.059323
-0.3525,-0.18988,-0.14714,-0.051363,0.19454,-0.058431
-0.34721,-0.18703,-0.14493,-0.05059,0.19162,-0.057553
-0.34201,-0.18422,-0.14274,-0.049829,0.18875,-0.056688
-0.33688,-0.18145,-0.14059,-0.04908,0.18592,-0.055835
-0.33184,-0.17872,-0.13848,-0.048341,0.18313,-0.054996
-0.32686,-0.17603,-0.13639,-0.047614,0.18038,-0.054169
-0.32196,-0.17339,-0.13434,-0.046897,0.17768,-0.053355
-0.31714,-0.17078,-0.13231,-0.046191,0.17501,-0.052553
-0.31238,-0.16822,-0.13032,-0.045496,0.17239,-0.051762
-0.3077,-0.16569,-0.12836,-0.04481,0.1698,-0.050984
-0.30309,-0.1632,-0.12642,-0.044135,0.16725,-0.050218
-0.29855,-0.16075,-0.12452,-0.04347,0.16474,-0.049463
-0.29407,-0.15833,-0.12264,-0.042815,0.16227,-0.048719
-0.28967,-0.15596,-0.12079,-0.04217,0.15984,-0.047987
-0.28533,-0.15361,-0.11897,-0.041534,0.15744,-0.047265
-0.28105,-0.1513,-0.11718,-0.040907,0.15508,-0.046555
-0.27684,-0.14903,-0.11541,-0.04029,0.15275,-0.045855
-0.27269,-0.14679,-0.11367,-0.039682,0.15046,-0.045166
-0.2686,-0.14459,-0.11196,-0.039083,0.1482,-0.044487
-0.26458,-0.14242,-0.11027,-0.038493,0.14598,-0.043818
-0.26061,-0.14028,-0.1086,-0.037912,0.14379,-0.043159
-0.2567,-0.13817,-0.10697,-0.037339,0.14163,-0.04251
-0.25286,-0.13609,-0.10535,-0.036775,0.1395,-0.041871
-0.24907,-0.13405,-0.10376,-0.036219,0.13741,-0.041242
-0.24533,-0.13204,-0.1022,-0.035672,0.13534,-0.040622
-0.24166,-0.13005,-0.10066,-0.035132,0.13331,-0.040011
-0.23804,-0.1281,-0.099137,-0.034601,0.13131,-0.039409
-0.23447,-0.12618,-0.097641,-0.034077,0.12934,-0.038817
-0.23095,-0.12428,-0.096167,-0.033562,0.1274,-0.038233
-0.22749,-0.12242,-0.094716,-0.033054,0.12549,-0.037658
-0.22408,-0.12058,-0.093286,-0.032553,0.1236,-0.037092
-0.22073,-0.11877,-0.091878,-0.032061,0.12174,-0.036534
-0.21742,-0.11698,-0.090491,-0.031575,0.11992,-0.035985
-0.21416,-0.11523,-0.089125,-0.031097,0.11812,-0.035444
-0.21095,-0.1135,-0.08778,-0.030626,0.11634,-0.034911
-0.20779,-0.11179,-0.086455,-0.030162,0.11459,-0.034386
-0.20467,-0.11011,-0.085149,-0.029705,0.11287,-0.033869
-0.20161,-0.10846,-0.083863,-0.029255,0.11118,-0.033359
-0.19859,-0.10683,-0.082597,-0.028811,0.10951,-0.032857
-0.19561,-0.10523,-0.08135,-0.028375,0.10786,-0.032363
-0.19268,-0.10365,-0.080121,-0.027945,0.10624,-0.031876
-0.18979,-0.10209,-0.078911,-0.027521,0.10465,-0.031397
-0.18695,-0.10056,-0.077719,-0.027104,0.10307,-0.030924
-0.18415,-0.099049,-0.076545,-0.026693,0.10153,-0.030459
-0.18139,-0.097562,-0.075389,-0.026288,0.1,-0.030001
-0.17867,-0.096097,-0.07425,-0.02589,0.098497,-0.029549
-0.17599,-0.094655,-0.073129,-0.025498,0.097017,-0.029105
-0.17335,-0.093234,-0.072024,-0.025111,0.095559,-0.028667
-0.17076,-0.091834,-0.070936,-0.024731,0.094123,-0.028235
-0.1682,-0.090456,-0.069864,-0.024356,0.092708,-0.02781
-0.16568,-0.089098,-0.068808,-0.023987,0.091315,-0.027392
-0.16319,-0.08776,-0.067769,-0.023624,0.089943,-0.026979
-0.16075,-0.086443,-0.066745,-0.023266,0.088591,-0.026573
-0.15834,-0.085145,-0.065736,-0.022913,0.087259,-0.026173
-0.15597,-0.083867,-0.064743,-0.022566,0.085948,-0.025779
-0.15363,-0.082609,-0.063764,-0.022225,0.084656,-0.025391
-0.15133,-0.081369,-0.062801,-0.021888,0.083383,-0.025008
-0.14906,-0.080147,-0.061852,-0.021557,0.08213,-0.024631
-0.14683,-0.078944,-0.060917,-0.021231,0.080895,-0.02426
-0.14463,-0.077759,-0.059996,-0.02091,0.079679,-0.023895
-0.14246,-0.076592,-0.05909,-0.020593,0.078481,-0.023535
-0.14032,-0.075443,-0.058197,-0.020282,0.077301,-0.02318
-0.13822,-0.074311,-0.057317,-0.019975,0.076139,-0.022831
-0.13615,-0.073195,-0.056451,-0.019673,0.074994,-0.022487
-0.13411,-0.072097,-0.055597,-0.019376,0.073867,-0.022148
-0.1321,-0.071015,-0.054757,-0.019083,0.072756,-0.021814
-0.13012,-0.069949,-0.053929,-0.018795,0.071662,-0.021485
-0.12817,-0.068899,-0.053114,-0.018511,0.070585,-0.021161
-0.12625,-0.067865,-0.052311,-0.018232,0.069523,-0.020841
-0.12436,-0.066847,-0.05152,-0.017956,0.068478,-0.020527
-0.1225,-0.065844,-0.050742,-0.017685,0.067448,-0.020217
-0.12066,-0.064856,-0.049974,-0.017419,0.066434,-0.019912
-0.11885,-0.063882,-0.049219,-0.017156,0.065435,-0.019612
-0.11707,-0.062924,-0.048475,-0.016897,0.064451,-0.019316
-0.11532,-0.061979,-0.047742,-0.016642,0.063482,-0.019024
-0.11359,-0.061049,-0.04702,-0.016391,0.062527,-0.018737
-0.11189,-0.060133,-0.04631,-0.016144,0.061587,-0.018454
-0.11021,-0.059231,-0.045609,-0.015901,0.060661,-0.018175
-0.10856,-0.058342,-0.04492,-0.015661,0.059749,-0.0179
-0.10694,-0.057467,-0.044241,-0.015426,0.05885,-0.01763
-0.10533,-0.056605,-0.043572,-0.015193,0.057965,-0.017363
-0.10376,-0.055755,-0.042913,-0.014965,0.057093,-0.017101
-0.1022,-0.054919,-0.042264,-0.014739,0.056235,-0.016842
-0.10067,-0.054095,-0.041625,-0.014517,0.055389,-0.016587
-0.099163,-0.053283,-0.040996,-0.014299,0.054556,-0.016336
-0.097677,-0.052483,-0.040376,-0.014084,0.053735,-0.016089
-0.096214,-0.051696,-0.039766,-0.013872,0.052927,-0.015846
-0.094772,-0.05092,-0.039165,-0.013664,0.052131,-0.015606
-0.093353,-0.050156,-0.038573,-0.013458,0.051347,-0.015369
-0.091954,-0.049404,-0.03799,-0.013256,0.050575,-0.015137
-0.090577,-0.048663,-0.037415,-0.013057,0.049814,-0.014907
-0.08922,-0.047933,-0.03685,-0.012861,0.049065,-0.014681
-0.087884,-0.047213,-0.036293,-0.012667,0.048327,-0.014459
-0.086567,-0.046505,-0.035744,-0.012477,0.0476,-0.014239
-0.08527,-0.045807,-0.035204,-0.01229,0.046884,-0.014023
-0.083993,-0.04512,-0.034671,-0.012105,0.046179,-0.013811
-0.082735,-0.044443,-0.034147,-0.011924,0.045485,-0.013601
-0.081496,-0.043776,-0.033631,-0.011745,0.044801,-0.013395
-0.080275,-0.04312,-0.033123,-0.011569,0.044127,-0.013191
-0.079073,-0.042473,-0.032622,-0.011395,0.043463,-0.012991
-0.077888,-0.041836,-0.032129,-0.011224,0.04281,-0.012794
-0.076722,-0.041208,-0.031643,-0.011056,0.042166,-0.012599
-0.075572,-0.04059,-0.031165,-0.01089,0.041532,-0.012408
-0.07444,-0.039981,-0.030694,-0.010727,0.040907,-0.012219
-0.073325,-0.039381,-0.03023,-0.010566,0.040292,-0.012033
-0.072227,-0.03879,-0.029773,-0.010408,0.039686,-0.01185
-0.071145,-0.038208,-0.029323,-0.010252,0.039089,-0.01167
-0.07008,-0.037635,-0.02888,-0.010099,0.038501,-0.011492
-0.06903,-0.037071,-0.028443,-0.0099679,0.037921,-0.011316
-0.067996,-0.036515,-0.028013,-0.0098188,0.037351,-0.011144
-0.066978,-0.035967,-0.02759,-0.009672,0.036789,-0.010974
-0.065975,-0.035427,-0.027173,-0.0095274,0.036236,-0.010807
-0.064987,-0.034896,-0.026762,-0.0094044,0.03569,-0.010641
-0.064013,-0.034372,-0.026358,-0.009264,0.035153,-0.010479
-0.063055,-0.033857,-0.02596,-0.0091257,0.034624,-0.010319
-0.06211,-0.033349,-0.025567,-0.0089894,0.034104,-0.010162
-0.06118,-0.032849,-0.025181,-0.0088736,0.03359,-0.010006
-0.060264,-0.032356,-0.024801,-0.0087413,0.033085,-0.009853
-0.059361,-0.03187,-0.024426,-0.008611,0.032587,-0.0097026
-0.058472,-0.031392,-0.024057,-0.0085,0.032096,-0.0095537
-0.057596,-0.030922,-0.023693,-0.0083735,0.031614,-0.0094077
-0.056734,-0.030458,-0.023335,-0.0082488,0.031138,-0.009264
-0.055884,-0.030001,-0.022983,-0.008126,0.03067,-0.0091224
-0.055047,-0.029551,-0.022636,-0.0080215,0.030208,-0.0089823
-0.054223,-0.029108,-0.022294,-0.0079022,0.029754,-0.0088449
-0.053411,-0.028671,-0.021957,-0.0077847,0.029306,-0.0087096
-0.052611,-0.028241,-0.021625,-0.0076845,0.028865,-0.0085757
